date,total_confirm,total_suspect,total_heal,total_dead,total_severe,total_input,total_storeConfirm,today_confirm,today_suspect,today_heal,today_dead,today_severe,today_storeConfirm,today_input,name
2021-05-21,937,0,936,1,,0,0,0,0,0,0,,0,0,江西
2021-05-22,937,0,936,1,,0,0,0,0,0,0,,0,0,江西
2021-05-23,937,0,936,1,,0,0,0,0,0,0,,0,0,江西
2021-05-24,937,0,936,1,,0,0,0,0,0,0,,0,0,江西
2021-05-25,937,0,936,1,,0,0,0,0,0,0,,0,0,江西
2021-05-26,937,0,936,1,,0,0,0,0,0,0,,0,0,江西
2021-05-27,937,0,936,1,,0,0,0,0,0,0,,0,0,江西
2021-05-28,937,0,936,1,,0,0,0,0,0,0,,0,0,江西
2021-05-29,937,0,936,1,,0,0,0,0,0,0,,0,0,江西
2021-05-30,937,0,936,1,,0,0,0,0,0,0,,0,0,江西
2021-05-31,937,0,936,1,,0,0,0,0,0,0,,0,0,江西
2021-06-01,937,0,936,1,,0,0,0,0,0,0,,0,0,江西
2021-06-02,937,0,936,1,,0,0,0,0,0,0,,0,0,江西
2021-06-03,937,0,936,1,,0,0,0,0,0,0,,0,0,江西
2021-06-04,937,0,936,1,,0,0,0,0,0,0,,0,0,江西
2021-06-05,937,0,936,1,,0,0,0,0,0,0,,0,0,江西
2021-06-06,937,0,936,1,,0,0,0,0,0,0,,0,0,江西
2021-06-07,937,0,936,1,,0,0,0,0,0,0,,0,0,江西
2021-06-08,937,0,936,1,,0,0,0,0,0,0,,0,0,江西
2021-06-09,937,0,936,1,,0,0,0,0,0,0,,0,0,江西
2021-06-10,937,0,936,1,,0,0,0,0,0,0,,0,0,江西
2021-06-11,937,0,936,1,,0,0,0,0,0,0,,0,0,江西
2021-06-12,937,0,936,1,,0,0,0,0,0,0,,0,0,江西
2021-06-13,937,0,936,1,,0,0,0,0,0,0,,0,0,江西
2021-06-14,937,0,936,1,,0,0,0,0,0,0,,0,0,江西
2021-06-15,937,0,936,1,,0,0,0,0,0,0,,0,0,江西
2021-06-16,937,0,936,1,,0,0,0,0,0,0,,0,0,江西
2021-06-17,937,0,936,1,,0,0,0,0,0,0,,0,0,江西
2021-06-18,937,0,936,1,,0,0,0,0,0,0,,0,0,江西
2021-06-19,937,0,936,1,,0,0,0,0,0,0,,0,0,江西
2021-06-20,937,0,936,1,,0,0,0,0,0,0,,0,0,江西
2021-06-21,937,0,936,1,,0,0,0,0,0,0,,0,0,江西
2021-06-22,937,0,936,1,,0,0,0,0,0,0,,0,0,江西
2021-06-23,937,0,936,1,,0,0,0,0,0,0,,0,0,江西
2021-06-24,937,0,936,1,,0,0,0,0,0,0,,0,0,江西
2020-01-28,121,0,0,0,,0,121,0,0,0,0,,0,0,山东
2020-01-29,145,0,1,0,,0,144,24,0,1,0,,0,0,山东
2020-01-30,178,0,2,0,,0,176,33,0,1,0,,0,0,山东
2020-01-31,202,0,2,0,,0,200,24,0,0,0,,0,0,山东
2020-02-01,225,0,5,0,,0,220,23,0,3,0,,0,0,山东
2020-02-02,246,0,6,0,,0,240,21,0,1,0,,0,0,山东
2020-02-03,270,0,7,0,,0,263,11,0,1,0,,0,0,山东
2020-02-04,298,0,13,0,,0,285,28,0,6,0,,0,0,山东
2020-02-05,343,0,18,0,,0,325,45,0,5,0,,0,0,山东
2020-02-06,347,0,30,0,,0,317,40,0,12,0,,0,0,山东
2020-02-07,386,0,37,0,,0,349,39,0,7,0,,0,0,山东
2020-02-08,416,0,42,0,,0,374,30,0,5,0,,0,0,山东
2020-02-09,444,0,61,1,,0,382,28,0,19,1,,0,0,山东
2020-02-10,486,0,71,1,,0,414,27,0,10,0,,0,0,山东
2020-02-11,436,0,85,1,,0,350,19,0,14,0,,0,0,山东
2020-02-12,506,0,98,2,,0,406,9,0,13,1,,0,0,山东
2020-02-13,519,0,111,2,,0,406,13,0,13,0,,0,0,山东
2020-02-14,530,0,139,2,,0,389,11,0,28,0,,0,0,山东
2020-02-15,537,0,164,2,,0,371,7,0,25,0,,0,0,山东
2020-02-16,541,0,175,2,,0,364,4,0,11,0,,0,0,山东
2020-02-17,543,0,193,2,,0,348,2,0,18,0,,0,0,山东
2020-02-18,544,0,215,3,,0,326,1,0,22,1,,0,0,山东
2020-02-19,546,0,250,4,,0,292,2,0,35,1,,0,0,山东
2020-02-20,748,0,270,4,,0,474,202,0,20,0,,0,0,山东
2020-02-21,750,0,293,4,,0,453,2,0,23,0,,0,0,山东
2020-02-22,754,0,311,4,,0,439,4,0,18,0,,0,0,山东
2020-02-23,755,0,325,4,,0,426,1,0,14,0,,0,0,山东
2020-02-24,755,0,343,6,,0,406,1,0,18,2,,0,0,山东
2020-02-25,756,0,357,6,,0,393,1,0,14,0,,0,0,山东
2020-02-26,756,0,381,6,,0,369,0,0,24,0,,0,0,山东
2020-02-27,756,0,390,6,,0,360,0,0,9,0,,0,0,山东
2020-02-28,756,0,411,6,,0,339,0,0,21,0,,0,0,山东
2020-02-29,756,0,431,6,,0,319,0,0,20,0,,0,0,山东
2020-03-01,758,0,455,6,,0,297,2,0,24,0,,0,0,山东
2020-03-02,758,0,497,6,,0,255,0,0,42,0,,0,0,山东
2020-03-03,758,0,511,6,,0,241,0,0,14,0,,0,0,山东
2020-03-04,758,0,576,6,,0,176,0,0,65,0,,0,0,山东
2020-03-05,758,0,577,6,,0,175,0,0,1,0,,0,0,山东
2020-03-06,758,0,625,6,,0,127,0,0,48,0,,0,0,山东
2020-03-07,758,0,638,6,,0,114,0,0,13,0,,0,0,山东
2020-03-08,758,0,699,6,,0,53,0,0,61,0,,0,0,山东
2020-03-09,758,0,719,6,,0,33,0,0,20,0,,0,0,山东
2020-03-10,759,0,721,6,,0,32,1,0,2,0,,0,0,山东
2020-03-11,760,0,733,6,,0,21,1,0,12,0,,0,0,山东
2020-03-12,760,0,739,7,,0,14,0,0,6,1,,0,0,山东
2020-03-13,760,0,741,7,,0,12,0,0,2,0,,0,0,山东
2020-03-14,760,0,741,7,,0,12,0,0,0,0,,0,0,山东
2020-03-15,760,0,743,7,,0,10,0,0,2,0,,0,0,山东
2020-03-16,761,0,746,7,,0,8,1,0,3,0,,0,0,山东
2020-03-17,761,0,746,7,,0,8,0,0,0,0,,0,0,山东
2020-03-18,761,0,746,7,,0,8,0,0,0,0,,0,0,山东
2020-03-19,762,0,747,7,,0,8,1,0,1,0,,0,0,山东
2020-03-20,762,0,748,7,,0,7,1,0,1,0,,0,0,山东
2020-03-21,764,0,749,7,,0,8,2,0,1,0,,0,0,山东
2020-03-22,768,0,752,7,,0,9,2,0,3,0,,0,0,山东
2020-03-23,768,0,752,7,,0,9,0,0,0,0,,0,0,山东
2020-03-24,769,0,752,7,,0,10,1,0,0,0,,0,0,山东
2020-03-25,769,0,752,7,,0,10,2,0,0,0,,0,0,山东
2020-03-26,771,0,752,7,,0,12,2,0,0,0,,0,0,山东
2020-03-27,772,0,752,7,,0,13,0,0,0,0,,0,0,山东
2020-03-28,772,0,752,7,,0,13,0,0,0,0,,0,0,山东
2020-03-29,773,0,753,7,,0,13,1,0,1,0,,0,0,山东
2020-03-30,774,0,753,7,,0,14,1,0,0,0,,0,0,山东
2020-03-31,774,0,753,7,,0,14,0,0,0,0,,0,0,山东
2020-04-01,775,0,753,7,,0,15,1,0,0,0,,0,0,山东
2020-04-02,778,0,754,7,,0,17,3,0,1,0,,0,0,山东
2020-04-03,778,0,755,7,,0,16,0,0,1,0,,0,0,山东
2020-04-04,779,0,755,7,,0,17,1,0,0,0,,0,0,山东
2020-04-05,780,0,755,7,,0,18,1,0,0,0,,0,0,山东
2020-04-06,781,0,755,7,,0,19,1,0,0,0,,0,0,山东
2020-04-07,783,0,755,7,,0,21,2,0,0,0,,0,0,山东
2020-04-08,783,0,756,7,,0,20,0,0,1,0,,0,0,山东
2020-04-09,783,0,756,7,,0,20,0,0,0,0,,0,0,山东
2020-04-10,784,0,757,7,,0,20,1,0,1,0,,0,0,山东
2020-04-11,784,0,757,7,,0,20,0,0,0,0,,0,0,山东
2020-04-12,784,0,758,7,,0,19,0,0,1,0,,0,0,山东
2020-04-13,784,0,759,7,,0,18,0,0,1,0,,0,0,山东
2020-04-14,784,0,761,7,,0,16,0,0,2,0,,0,0,山东
2020-04-15,784,0,761,7,,0,16,0,0,0,0,,0,0,山东
2020-04-16,787,0,761,7,,0,19,3,0,0,0,,0,0,山东
2020-04-17,787,0,765,7,,0,15,0,0,4,0,,0,0,山东
2020-04-18,787,0,765,7,,0,15,0,0,0,0,,0,0,山东
2020-04-19,787,0,765,7,,0,15,0,0,0,0,,0,0,山东
2020-04-20,787,0,765,7,,0,15,0,0,0,0,,0,0,山东
2020-04-21,787,0,766,7,,0,14,0,0,1,0,,0,0,山东
2020-04-22,787,0,766,7,,0,14,0,0,0,0,,0,0,山东
2020-04-23,787,0,766,7,,0,14,0,0,0,0,,0,0,山东
2020-04-24,787,0,767,7,,0,13,0,0,1,0,,0,0,山东
2020-04-25,787,0,767,7,,0,13,0,0,0,0,,0,0,山东
2020-04-26,787,0,768,7,,0,12,0,0,1,0,,0,0,山东
2020-04-27,787,0,768,7,,0,12,0,0,0,0,,0,0,山东
2020-04-28,787,0,771,7,,0,9,0,0,3,0,,0,0,山东
2020-04-29,787,0,772,7,,0,8,0,0,1,0,,0,0,山东
2020-04-30,787,0,772,7,,0,8,0,0,0,0,,0,0,山东
2020-05-01,787,0,772,7,,0,8,0,0,0,0,,0,0,山东
2020-05-02,787,0,772,7,,0,8,0,0,0,0,,0,0,山东
2020-05-03,788,0,773,7,,0,8,1,0,1,0,,0,0,山东
2020-05-04,788,0,773,7,,0,8,0,0,0,0,,0,0,山东
2020-05-05,788,0,775,7,,0,6,0,0,2,0,,0,0,山东
2020-05-06,788,0,775,7,,0,6,0,0,0,0,,0,0,山东
2020-05-07,788,0,776,7,,0,5,0,0,1,0,,0,0,山东
2020-05-08,788,0,776,7,,0,5,0,0,0,0,,0,0,山东
2020-05-09,788,0,776,7,,0,5,0,0,0,0,,0,0,山东
2020-05-10,788,0,777,7,,0,4,0,0,1,0,,0,0,山东
2020-05-11,788,0,777,7,,0,4,0,0,0,0,,0,0,山东
2020-05-12,788,0,777,7,,0,4,0,0,0,0,,0,0,山东
2020-05-13,788,0,777,7,,0,4,0,0,0,0,,0,0,山东
2020-05-14,788,0,778,7,,0,3,0,0,1,0,,0,0,山东
2020-05-15,788,0,780,7,,0,1,0,0,2,0,,0,0,山东
2020-05-16,788,0,780,7,,0,1,0,0,0,0,,0,0,山东
2020-05-17,788,0,780,7,,0,1,0,0,0,0,,0,0,山东
2020-05-18,788,0,780,7,,0,1,0,0,0,0,,0,0,山东
2020-05-19,788,0,780,7,,0,1,0,0,0,0,,0,0,山东
2020-05-20,788,0,780,7,,0,1,0,0,0,0,,0,0,山东
2020-05-21,788,0,780,7,,0,1,0,0,0,0,,0,0,山东
2020-05-22,788,0,780,7,,0,1,0,0,0,0,,0,0,山东
2020-05-23,788,0,780,7,,0,1,0,0,0,0,,0,0,山东
2020-05-24,788,0,780,7,,0,1,0,0,0,0,,0,0,山东
2020-05-25,788,0,780,7,,0,1,0,0,0,0,,0,0,山东
2020-05-26,788,0,780,7,,0,1,0,0,0,0,,0,0,山东
2020-05-27,788,0,780,7,,0,1,0,0,0,0,,0,0,山东
2020-05-28,788,0,780,7,,0,1,0,0,0,0,,0,0,山东
2020-05-29,790,0,780,7,,0,3,2,0,0,0,,0,0,山东
2020-05-30,792,0,780,7,,0,5,2,0,0,0,,0,0,山东
2020-05-31,792,0,780,7,,0,5,0,0,0,0,,0,0,山东
2020-06-01,792,0,780,7,,0,5,0,0,0,0,,0,0,山东
2020-06-02,792,0,780,7,,0,5,0,0,0,0,,0,0,山东
2020-06-03,792,0,780,7,,0,5,0,0,0,0,,0,0,山东
2020-06-04,792,0,780,7,,0,5,0,0,0,0,,0,0,山东
2020-06-05,792,0,780,7,,0,5,0,0,0,0,,0,0,山东
2020-06-06,792,0,780,7,,0,5,0,0,0,0,,0,0,山东
2020-06-07,792,0,781,7,,0,4,0,0,1,0,,0,0,山东
2020-06-08,792,0,781,7,,0,4,0,0,0,0,,0,0,山东
2020-06-09,792,0,781,7,,0,4,0,0,0,0,,0,0,山东
2020-06-10,792,0,781,7,,0,4,0,0,0,0,,0,0,山东
2020-06-11,792,0,781,7,,0,4,0,0,0,0,,0,0,山东
2020-06-12,792,0,781,7,,0,4,0,0,0,0,,0,0,山东
2020-06-13,792,0,782,7,,0,3,0,0,1,0,,0,0,山东
2020-06-14,792,0,782,7,,0,3,0,0,0,0,,0,0,山东
2020-06-15,792,0,783,7,,0,2,0,0,1,0,,0,0,山东
2020-06-16,792,0,783,7,,0,2,0,0,0,0,,0,0,山东
2020-06-17,792,0,783,7,,0,2,0,0,0,0,,0,0,山东
2020-06-18,792,0,783,7,,0,2,0,0,0,0,,0,0,山东
2020-06-19,792,0,785,7,,0,0,0,0,2,0,,0,0,山东
2020-06-20,792,0,785,7,,0,0,0,0,0,0,,0,0,山东
2020-06-21,792,0,785,7,,0,0,0,0,0,0,,0,0,山东
2020-06-22,792,0,785,7,,0,0,0,0,0,0,,0,0,山东
2020-06-23,792,0,785,7,,0,0,0,0,0,0,,0,0,山东
2020-06-24,792,0,785,7,,0,0,0,0,0,0,,0,0,山东
2020-06-25,792,0,785,7,,0,0,0,0,0,0,,0,0,山东
2020-06-26,792,0,785,7,,0,0,0,0,0,0,,0,0,山东
2020-06-27,792,0,785,7,,0,0,0,0,0,0,,0,0,山东
2020-06-28,792,0,785,7,,0,0,0,0,0,0,,0,0,山东
2020-06-29,792,0,785,7,,0,0,0,0,0,0,,0,0,山东
2020-06-30,792,0,785,7,,0,0,0,0,0,0,,0,0,山东
2020-07-01,792,0,785,7,,0,0,0,0,0,0,,0,0,山东
2020-07-02,792,0,785,7,,0,0,0,0,0,0,,0,0,山东
2020-07-03,792,0,785,7,,0,0,0,0,0,0,,0,0,山东
2020-07-04,792,0,785,7,,0,0,0,0,0,0,,0,0,山东
2020-07-05,792,0,785,7,,0,0,0,0,0,0,,0,0,山东
2020-07-06,792,0,785,7,,0,0,0,0,0,0,,0,0,山东
2020-07-07,792,0,785,7,,0,0,0,0,0,0,,0,0,山东
2020-07-08,792,0,785,7,,0,0,0,0,0,0,,0,0,山东
2020-07-09,792,0,785,7,,0,0,0,0,0,0,,0,0,山东
2020-07-10,792,0,785,7,,0,0,0,0,0,0,,0,0,山东
2020-07-11,792,0,785,7,,0,0,0,0,0,0,,0,0,山东
2020-07-12,793,0,785,7,,0,1,1,0,0,0,,0,0,山东
2020-07-13,793,0,785,7,,0,1,0,0,0,0,,0,0,山东
2020-07-14,793,0,785,7,,0,1,0,0,0,0,,0,0,山东
2020-07-15,793,0,785,7,,0,1,0,0,0,0,,0,0,山东
2020-07-16,794,0,785,7,,0,2,1,0,0,0,,0,0,山东
2020-07-17,796,0,785,7,,0,4,2,0,0,0,,0,0,山东
2020-07-18,797,0,785,7,,0,5,1,0,0,0,,0,0,山东
2020-07-19,798,0,785,7,,0,6,1,0,0,0,,0,0,山东
2020-07-20,798,0,785,7,,0,6,0,0,0,0,,0,0,山东
2020-07-21,798,0,785,7,,0,6,0,0,0,0,,0,0,山东
2020-07-22,798,0,785,7,,0,6,0,0,0,0,,0,0,山东
2020-07-23,798,0,785,7,,0,6,0,0,0,0,,0,0,山东
2020-07-24,798,0,785,7,,0,6,0,0,0,0,,0,0,山东
2020-07-25,799,0,785,7,,0,7,1,0,0,0,,0,0,山东
2020-07-26,799,0,785,7,,0,7,0,0,0,0,,0,0,山东
2020-07-27,799,0,785,7,,0,7,0,0,0,0,,0,0,山东
2020-07-28,799,0,785,7,,0,7,0,0,0,0,,0,0,山东
2020-07-29,799,0,785,7,,0,7,0,0,0,0,,0,0,山东
2020-07-30,799,0,785,7,,0,7,0,0,0,0,,0,0,山东
2020-07-31,799,0,786,7,,0,6,0,0,1,0,,0,0,山东
2020-08-01,802,0,786,7,,0,9,3,0,0,0,,0,0,山东
2020-08-02,804,0,786,7,,0,11,2,0,0,0,,0,0,山东
2020-08-03,804,0,786,7,,0,11,0,0,0,0,,0,0,山东
2020-08-04,804,0,786,7,,0,11,0,0,0,0,,0,0,山东
2020-08-05,805,0,786,7,,0,12,1,0,0,0,,0,0,山东
2020-08-06,805,0,787,7,,0,11,0,0,1,0,,0,0,山东
2020-08-07,806,0,788,7,,0,11,1,0,1,0,,0,0,山东
2020-08-08,806,0,788,7,,0,11,0,0,0,0,,0,0,山东
2020-08-09,810,0,788,7,,0,15,4,0,0,0,,0,0,山东
2020-08-10,816,0,788,7,,0,21,6,0,0,0,,0,0,山东
2020-08-11,817,0,788,7,,0,22,1,0,0,0,,0,0,山东
2020-08-12,821,0,789,7,,0,25,4,0,1,0,,0,0,山东
2020-08-13,821,0,789,7,,0,25,0,0,0,0,,0,0,山东
2020-08-14,821,0,790,7,,0,24,0,0,1,0,,0,0,山东
2020-08-15,821,0,790,7,,0,24,0,0,0,0,,0,0,山东
2020-08-16,822,0,790,7,,0,25,1,0,0,0,,0,0,山东
2020-08-17,822,0,793,7,,0,22,0,0,3,0,,0,0,山东
2020-08-18,823,0,793,7,,0,23,1,0,0,0,,0,0,山东
2020-08-19,824,0,793,7,,0,24,1,0,0,0,,0,0,山东
2020-08-20,827,0,794,7,,0,26,3,0,1,0,,0,0,山东
2020-08-21,830,0,795,7,,0,28,3,0,1,0,,0,0,山东
2020-08-22,830,0,797,7,,0,26,0,0,2,0,,0,0,山东
2020-08-23,831,0,798,7,,0,26,1,0,1,0,,0,0,山东
2020-08-24,831,0,798,7,,0,26,0,0,0,0,,0,0,山东
2020-08-25,831,0,801,7,,0,23,0,0,3,0,,0,0,山东
2020-08-26,831,0,801,7,,0,23,0,0,0,0,,0,0,山东
2020-08-27,831,0,802,7,,0,22,0,0,1,0,,0,0,山东
2020-08-28,831,0,806,7,,0,18,0,0,4,0,,0,0,山东
2020-08-29,831,0,807,7,,0,17,0,0,1,0,,0,0,山东
2020-08-30,831,0,807,7,,0,17,0,0,0,0,,0,0,山东
2020-08-31,831,0,808,7,,0,16,0,0,1,0,,0,0,山东
2020-09-01,831,0,809,7,,0,15,0,0,1,0,,0,0,山东
2020-09-02,831,0,809,7,,0,15,0,0,0,0,,0,0,山东
2020-09-03,831,0,809,7,,0,15,0,0,0,0,,0,0,山东
2020-09-04,831,0,809,7,,0,15,0,0,0,0,,0,0,山东
2020-09-05,831,0,810,7,,0,14,0,0,1,0,,0,0,山东
2020-09-06,831,0,811,7,,0,13,0,0,1,0,,0,0,山东
2020-09-07,831,0,811,7,,0,13,0,0,0,0,,0,0,山东
2020-09-08,831,0,811,7,,0,13,0,0,0,0,,0,0,山东
2020-09-09,831,0,811,7,,0,13,0,0,0,0,,0,0,山东
2020-09-10,831,0,812,7,,0,12,0,0,1,0,,0,0,山东
2020-09-11,831,0,813,7,,0,11,0,0,1,0,,0,0,山东
2020-09-12,831,0,813,7,,0,11,0,0,0,0,,0,0,山东
2020-09-13,831,0,813,7,,0,11,0,0,0,0,,0,0,山东
2020-09-14,831,0,813,7,,0,11,0,0,0,0,,0,0,山东
2020-09-15,831,0,813,7,,0,11,0,0,0,0,,0,0,山东
2020-09-16,831,0,813,7,,0,11,0,0,0,0,,0,0,山东
2020-09-17,831,0,813,7,,0,11,0,0,0,0,,0,0,山东
2020-09-18,831,0,814,7,,0,10,0,0,1,0,,0,0,山东
2020-09-19,831,0,815,7,,0,9,0,0,1,0,,0,0,山东
2020-09-20,831,0,816,7,,0,8,0,0,1,0,,0,0,山东
2020-09-21,831,0,816,7,,0,8,0,0,0,0,,0,0,山东
2020-09-22,832,0,816,7,,0,9,1,0,0,0,,0,0,山东
2020-09-23,832,0,816,7,,0,9,0,0,0,0,,0,0,山东
2020-09-24,832,0,816,7,,0,9,0,0,0,0,,0,0,山东
2020-09-25,832,0,821,7,,0,4,0,0,5,0,,0,0,山东
2020-09-26,832,0,821,7,,0,4,0,0,0,0,,0,0,山东
2020-09-27,832,0,822,7,,0,3,0,0,1,0,,0,0,山东
2020-09-28,832,0,823,7,,0,2,0,0,1,0,,0,0,山东
2020-09-29,832,0,823,7,,0,2,0,0,0,0,,0,0,山东
2020-09-30,832,0,823,7,,0,2,0,0,0,0,,0,0,山东
2020-10-01,832,0,823,7,,0,2,0,0,0,0,,0,0,山东
2020-10-02,832,0,823,7,,0,2,0,0,0,0,,0,0,山东
2020-10-03,832,0,823,7,,0,2,0,0,0,0,,0,0,山东
2020-10-04,832,0,823,7,,0,2,0,0,0,0,,0,0,山东
2020-10-05,832,0,823,7,,0,2,0,0,0,0,,0,0,山东
2020-10-06,832,0,823,7,,0,2,0,0,0,0,,0,0,山东
2020-10-07,832,0,823,7,,0,2,0,0,0,0,,0,0,山东
2020-10-08,832,0,823,7,,0,2,0,0,0,0,,0,0,山东
2020-10-09,832,0,823,7,,0,2,0,0,0,0,,0,0,山东
2020-10-10,832,0,824,7,,0,1,0,0,1,0,,0,0,山东
2020-10-11,838,0,824,7,,0,7,6,0,0,0,,0,0,山东
2020-10-12,838,0,824,7,,0,7,6,0,0,0,,0,0,山东
2020-10-13,844,0,824,7,,0,13,6,0,0,0,,0,0,山东
2020-10-14,845,0,824,7,,0,14,1,0,0,0,,0,0,山东
2020-10-15,845,0,824,7,,0,14,0,0,0,0,,0,0,山东
2020-10-16,845,0,824,7,,0,14,0,0,0,0,,0,0,山东
2020-10-17,845,0,825,7,,0,13,0,0,1,0,,0,0,山东
2020-10-18,845,0,825,7,,0,13,0,0,0,0,,0,0,山东
2020-10-19,845,0,825,7,,0,13,0,0,0,0,,0,0,山东
2020-10-20,845,0,826,7,,0,12,0,0,1,0,,0,0,山东
2020-10-21,845,0,827,7,,0,11,0,0,1,0,,0,0,山东
2020-10-22,845,0,827,7,,0,11,0,0,0,0,,0,0,山东
2020-10-23,845,0,827,7,,0,11,0,0,0,0,,0,0,山东
2020-10-24,845,0,827,7,,0,11,0,0,0,0,,0,0,山东
2020-10-25,845,0,828,7,,0,10,0,0,1,0,,0,0,山东
2020-10-26,846,0,829,7,,0,10,1,0,1,0,,0,0,山东
2020-10-27,846,0,829,7,,0,10,0,0,0,0,,0,0,山东
2020-10-28,846,0,831,7,,0,8,0,0,2,0,,0,0,山东
2020-10-29,847,0,833,7,,0,7,1,0,2,0,,0,0,山东
2020-10-30,847,0,834,7,,0,6,0,0,1,0,,0,0,山东
2020-10-31,847,0,835,7,,0,5,0,0,1,0,,0,0,山东
2020-11-01,847,0,835,7,,0,5,0,0,0,0,,0,0,山东
2020-11-02,848,0,836,7,,0,5,1,0,1,0,,0,0,山东
2020-11-03,848,0,836,7,,0,5,0,0,0,0,,0,0,山东
2020-11-04,848,0,837,7,,0,4,0,0,1,0,,0,0,山东
2020-11-05,848,0,838,7,,0,3,0,0,1,0,,0,0,山东
2020-11-06,848,0,839,7,,0,2,0,0,1,0,,0,0,山东
2020-11-07,848,0,839,7,,0,2,0,0,0,0,,0,0,山东
2020-11-08,848,0,839,7,,0,2,0,0,0,0,,0,0,山东
2020-11-09,848,0,839,7,,0,2,0,0,0,0,,0,0,山东
2020-11-10,848,0,840,7,,0,1,0,0,1,0,,0,0,山东
2020-11-11,848,0,841,7,,0,0,0,0,1,0,,0,0,山东
2020-11-12,848,0,841,7,,0,0,0,0,0,0,,0,0,山东
2020-11-13,848,0,841,7,,0,0,0,0,0,0,,0,0,山东
2020-11-14,848,0,841,7,,0,0,0,0,0,0,,0,0,山东
2020-11-15,848,0,841,7,,0,0,0,0,0,0,,0,0,山东
2020-11-16,849,0,841,7,,0,1,1,0,0,0,,0,0,山东
2020-11-17,849,0,841,7,,0,1,0,0,0,0,,0,0,山东
2020-11-18,849,0,841,7,,0,1,0,0,0,0,,0,0,山东
2020-11-19,849,0,841,7,,0,1,0,0,0,0,,0,0,山东
2020-11-20,849,0,841,7,,0,1,0,0,0,0,,0,0,山东
2020-11-21,849,0,841,7,,0,1,0,0,0,0,,0,0,山东
2020-11-22,849,0,841,7,,0,1,0,0,0,0,,0,0,山东
2020-11-23,849,0,841,7,,0,1,0,0,0,0,,0,0,山东
2020-11-24,849,0,841,7,,0,1,0,0,0,0,,0,0,山东
2020-11-25,849,0,841,7,,0,1,0,0,0,0,,0,0,山东
2020-11-26,849,0,841,7,,0,1,0,0,0,0,,0,0,山东
2020-11-27,849,0,841,7,,0,1,0,0,0,0,,0,0,山东
2020-11-28,849,0,841,7,,0,1,0,0,0,0,,0,0,山东
2020-11-29,854,0,841,7,,0,6,5,0,0,0,,0,0,山东
2020-11-30,854,0,841,7,,0,6,0,0,0,0,,0,0,山东
2020-12-01,854,0,841,7,,0,6,0,0,0,0,,0,0,山东
2020-12-02,856,0,841,7,,0,8,2,0,0,0,,0,0,山东
2020-12-03,857,0,841,7,,0,9,1,0,0,0,,0,0,山东
2020-12-04,857,0,841,7,,0,9,0,0,0,0,,0,0,山东
2020-12-05,857,0,841,7,,0,9,0,0,0,0,,0,0,山东
2020-12-06,857,0,841,7,,0,9,0,0,0,0,,0,0,山东
2020-12-07,857,0,841,7,,0,9,0,0,0,0,,0,0,山东
2020-12-08,857,0,841,7,,0,9,0,0,0,0,,0,0,山东
2020-12-09,857,0,841,7,,0,9,0,0,0,0,,0,0,山东
2020-12-10,857,0,841,7,,0,9,0,0,0,0,,0,0,山东
2020-12-11,857,0,841,7,,0,9,0,0,0,0,,0,0,山东
2020-12-12,858,0,841,7,,0,10,1,0,0,0,,0,0,山东
2020-12-13,858,0,841,7,,0,10,0,0,0,0,,0,0,山东
2020-12-14,858,0,841,7,,0,10,0,0,0,0,,0,0,山东
2020-12-15,859,0,841,7,,0,11,1,0,0,0,,0,0,山东
2020-12-16,859,0,841,7,,0,11,0,0,0,0,,0,0,山东
2020-12-17,859,0,841,7,,0,11,0,0,0,0,,0,0,山东
2020-12-18,861,0,841,7,,0,13,2,0,0,0,,0,0,山东
2020-12-19,861,0,841,7,,0,13,0,0,0,0,,0,0,山东
2020-12-20,861,0,841,7,,0,13,0,0,0,0,,0,0,山东
2020-12-21,861,0,841,7,,0,13,0,0,0,0,,0,0,山东
2020-12-22,861,0,841,7,,0,13,0,0,0,0,,0,0,山东
2020-12-23,861,0,841,7,,0,13,0,0,0,0,,0,0,山东
2020-12-24,861,0,841,7,,0,13,0,0,0,0,,0,0,山东
2020-12-25,861,0,842,7,,0,12,0,0,1,0,,0,0,山东
2020-12-26,861,0,844,7,,0,10,0,0,2,0,,0,0,山东
2020-12-27,861,0,844,7,,0,10,0,0,0,0,,0,0,山东
2020-12-28,861,0,844,7,,0,10,0,0,0,0,,0,0,山东
2020-12-29,862,0,846,7,,0,9,1,0,2,0,,0,0,山东
2020-12-30,862,0,847,7,,0,8,0,0,1,0,,0,0,山东
2020-12-31,862,0,847,7,,0,8,0,0,0,0,,0,0,山东
2021-01-01,863,0,847,7,,0,9,1,0,0,0,,0,0,山东
2021-01-02,863,0,848,7,,0,8,0,0,1,0,,0,0,山东
2021-01-03,863,0,848,7,,0,8,0,0,0,0,,0,0,山东
2021-01-04,863,0,848,7,,0,8,0,0,0,0,,0,0,山东
2021-01-05,863,0,848,7,,0,8,0,0,0,0,,0,0,山东
2021-01-06,863,0,851,7,,0,5,0,0,3,0,,0,0,山东
2021-01-07,863,0,852,7,,0,4,0,0,1,0,,0,0,山东
2021-01-08,864,0,852,7,,0,5,1,0,0,0,,0,0,山东
2021-01-09,864,0,852,7,,0,5,0,0,0,0,,0,0,山东
2021-01-10,864,0,852,7,,0,5,0,0,0,0,,0,0,山东
2021-01-11,864,0,853,7,,0,4,0,0,1,0,,0,0,山东
2021-01-12,864,0,853,7,,0,4,0,0,0,0,,0,0,山东
